center,left,right,steering,throttle,reverse,speed
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_02_063.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_02_063.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_02_063.jpg,-0.03773585,1,0,30.18916
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_02_134.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_02_134.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_02_134.jpg,-0.03773585,1,0,30.1895
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_02_203.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_02_203.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_02_203.jpg,-0.03773585,1,0,30.18969
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_02_273.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_02_273.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_02_273.jpg,-0.03773585,1,0,30.18982
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_02_341.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_02_341.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_02_341.jpg,0,1,0,30.18975
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_02_410.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_02_410.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_02_410.jpg,0,1,0,30.18985
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_02_477.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_02_477.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_02_477.jpg,0,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_02_547.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_02_547.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_02_547.jpg,0,1,0,30.18988
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_02_619.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_02_619.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_02_619.jpg,0,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_02_687.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_02_687.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_02_687.jpg,0,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_02_760.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_02_760.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_02_760.jpg,0,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_02_830.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_02_830.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_02_830.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_02_896.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_02_896.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_02_896.jpg,0,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_02_965.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_02_965.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_02_965.jpg,0,1,0,30.1899
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_03_032.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_03_032.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_03_032.jpg,0,1,0,30.1899
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_03_099.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_03_099.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_03_099.jpg,0,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_03_169.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_03_169.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_03_169.jpg,0,1,0,30.18988
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_03_238.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_03_238.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_03_238.jpg,0,1,0,30.1899
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_03_308.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_03_308.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_03_308.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_03_377.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_03_377.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_03_377.jpg,0,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_03_446.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_03_446.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_03_446.jpg,0,1,0,30.1899
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_03_516.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_03_516.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_03_516.jpg,0,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_03_587.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_03_587.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_03_587.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_03_655.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_03_655.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_03_655.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_03_724.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_03_724.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_03_724.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_03_795.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_03_795.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_03_795.jpg,0,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_03_866.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_03_866.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_03_866.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_03_935.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_03_935.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_03_935.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_04_004.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_04_004.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_04_004.jpg,0,1,0,30.18992
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_04_072.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_04_072.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_04_072.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_04_141.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_04_141.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_04_141.jpg,0,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_04_210.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_04_210.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_04_210.jpg,0,1,0,30.1899
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_04_280.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_04_280.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_04_280.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_04_353.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_04_353.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_04_353.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_04_424.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_04_424.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_04_424.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_04_496.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_04_496.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_04_496.jpg,0,1,0,30.1899
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_04_563.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_04_563.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_04_563.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_04_634.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_04_634.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_04_634.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_04_705.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_04_705.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_04_705.jpg,0,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_04_771.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_04_771.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_04_771.jpg,0,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_04_844.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_04_844.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_04_844.jpg,0,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_04_916.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_04_916.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_04_916.jpg,0,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_04_985.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_04_985.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_04_985.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_05_054.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_05_054.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_05_054.jpg,0,1,0,30.1899
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_05_123.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_05_123.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_05_123.jpg,0,1,0,30.1899
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_05_193.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_05_193.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_05_193.jpg,0,1,0,30.18992
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_05_264.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_05_264.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_05_264.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_05_338.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_05_338.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_05_338.jpg,0,1,0,30.1899
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_05_406.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_05_406.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_05_406.jpg,0,1,0,30.1899
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_05_478.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_05_478.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_05_478.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_05_552.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_05_552.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_05_552.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_05_626.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_05_626.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_05_626.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_05_693.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_05_693.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_05_693.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_05_762.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_05_762.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_05_762.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_05_831.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_05_831.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_05_831.jpg,0,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_05_900.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_05_900.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_05_900.jpg,0,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_05_968.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_05_968.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_05_968.jpg,0,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_06_039.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_06_039.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_06_039.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_06_111.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_06_111.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_06_111.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_06_185.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_06_185.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_06_185.jpg,-0.04716982,1,0,30.18939
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_06_257.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_06_257.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_06_257.jpg,-0.05660377,1,0,30.18942
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_06_328.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_06_328.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_06_328.jpg,-0.05660377,1,0,30.18958
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_06_398.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_06_398.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_06_398.jpg,-0.05660377,1,0,30.18972
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_06_467.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_06_467.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_06_467.jpg,-0.05660377,1,0,30.1898
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_06_538.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_06_538.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_06_538.jpg,-0.05660377,1,0,30.18986
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_06_611.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_06_611.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_06_611.jpg,-0.05660377,1,0,30.18987
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_06_682.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_06_682.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_06_682.jpg,-0.05660377,1,0,30.18992
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_06_750.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_06_750.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_06_750.jpg,-0.05660377,1,0,30.18993
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_06_820.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_06_820.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_06_820.jpg,-0.05660377,1,0,30.18995
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_06_887.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_06_887.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_06_887.jpg,0,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_06_955.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_06_955.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_06_955.jpg,0,1,0,30.19001
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_07_023.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_07_023.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_07_023.jpg,0,1,0,30.19
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_07_096.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_07_096.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_07_096.jpg,0,1,0,30.19002
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_07_166.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_07_166.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_07_166.jpg,0,1,0,30.19001
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_07_239.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_07_239.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_07_239.jpg,0,1,0,30.19002
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_07_311.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_07_311.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_07_311.jpg,0,1,0,30.19003
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_07_378.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_07_378.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_07_378.jpg,0,1,0,30.19004
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_07_446.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_07_446.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_07_446.jpg,0,1,0,30.19003
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_07_516.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_07_516.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_07_516.jpg,0,1,0,30.19006
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_07_584.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_07_584.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_07_584.jpg,0,1,0,30.19004
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_07_658.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_07_658.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_07_658.jpg,0,1,0,30.19004
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_07_731.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_07_731.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_07_731.jpg,0,1,0,30.19006
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_07_802.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_07_802.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_07_802.jpg,0,1,0,30.19004
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_07_876.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_07_876.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_07_876.jpg,0,1,0,30.19004
